,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
6641,100,2,1,3,5,필리핀, ,2,6,3,5,2,2,1,12,11,4,혼자,1,개별여행,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,13,12,136,20,2,17,박물관/전시관방문,2,4,5,7,2,5,15,550.0,0.0,550.0
6642,101,2,1,3,1,필리핀, ,2,6,3,4,2,6,1,7,11,12,가족/친지,2,개별여행,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,19,7,1, , ,쇼핑,4,1,3,7,4,5,10,603.0,0.0,603.0
6643,102,2,1,3,8,필리핀, ,1,6,5,2,3,4,1,2,13,9,가족/친지,4,개별여행,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,19,5,4,18,17,1,고궁/역사유적지방문,2,5,7,8,5,4,19,241.2,0.0,241.2
6644,103,2,4,3,2,필리핀, ,2,6,9, , ,5,1,3,2,16,친구/연인,2,개별여행,5,4,5,5,3,4,5,5,5,3,4,5,5,5,5,5,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,32,35,40,1,17,18,고궁/역사유적지방문,1,1,3,7,1,4,5,770.8277,0.0,770.8276762
6645,104,2,2,3,3,필리핀, ,1,6,2, , ,12,5, , , ,가족/친지,2,개별여행,20,4,5,5,5,5,5,5,5,3,3,5,3,5,4,5,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,4,12,26,17,1,18,고궁/역사유적지방문,4,4,5,7,3,4,6,341.6168,0.0,341.6168111
6646,105,2,1,2,5,필리핀,1,1,6,3, , ,12,1,3,4,6,가족/친지,7,개별여행,7,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,16,9,17,1,고궁/역사유적지방문,2,7,11, ,4,5, ,582.9,0.0,582.9
6647,106,2,1,3,8,필리핀, ,1,6,3,5,2,4,1,3,4,7,혼자,1,개별여행,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,4,1,7,9,22,테마파크,1,7,8,9,4,5,10,462.3,60.3,402.0
6648,107,2,3,2,1,필리핀, ,1,6,3,5,2,5,1,5,7,6,가족/친지,5,개별여행,6,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,1,3,48,9,17,1,테마파크,2,5,7,9,4,5,9,420.4514,218.9851353,201.4663245
6807,289,1,0,2,8,필리핀, ,1,6,5,6,3,12,1,3,13,2,가족/친지,2,개별여행,9,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,1,5,8,1,18,17,고궁/역사유적지방문,1,4,7,8,4,5,19,254.0228,0.0,254.0227569
6808,290,1,4,2,7,필리핀, ,1,6,3,4,2,6,1,9,2,4,가족/친지,6,개별여행,7,4,5,5,5,4,4,4,3,3,3,4,5,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,48,5,3,1,2,4,쇼핑,2,7,8,10,4,5,10,7437.0,0.0,7437.0
6809,291,2,1,2,4,필리핀, ,1,6,3,5,2,9,1,3,13,2,가족/친지,6,개별여행,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,5,1,40,17,1,7,고궁/역사유적지방문,2,4,7,10,4,5,19,528.63,0.0,528.63
6810,292,2,3,2,17,필리핀, ,1,6,3,2,4,2,1,1,2,4,혼자,1,개별여행,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,1, ,1,18,17,자연경관감상,1,7, , ,5, , ,400.0,0.0,400.0
